Model,vertical_drop,trams,fastEight,fastSixes,fastQuads,quad,triple,double,surface,total_chairs,Runs,TerrainParks,LongestRun_mi,SkiableTerrain_ac,Snow Making_ac,daysOpenLastYear,yearsOpen,averageSnowfall,AdultWeekday,projectedDaysOpen,NightSkiing_ac,clusters,ESV,MAE
Final,2.0117844214876386,0.25078663490145314,0.046877762925805005,0.45863062848736774,0.764526634669749,1.1160859417124662,1.3800784364984529,0.24916169196486496,1.220622067988917,0.5999624370234863,1.0048181163915648,0.06830149330163865,0.3201989451477975,0.9951876367144137,0.3992534097931545,1.2413848716244056,0.270174549793075,0.6894485219836434,20.04906987340965,0.6617120998394601,0.46644544025030926,2.622573056819165,0.9361690241463954,5.106795632242796
