Model,vertical_drop,trams,fastEight,fastSixes,fastQuads,quad,triple,double,surface,total_chairs,Runs,TerrainParks,LongestRun_mi,SkiableTerrain_ac,Snow Making_ac,daysOpenLastYear,yearsOpen,averageSnowfall,AdultWeekend,projectedDaysOpen,NightSkiing_ac,clusters,ESV,MAE
Final,0.24274922624053866,0.39181805116439883,0.5615713391462255,0.985610532026265,0.26028309155320406,0.542173723552754,0.8708705199552134,0.14082383170096407,0.8160488979040611,0.37269654378550887,1.2108512877413407,0.16984257440679196,0.2064131670106848,0.8367807873981389,1.7426461191006215,1.0865100084010515,0.38739841346805987,1.26272303136402,20.90025385322248,1.0338725868105048,0.8043831794396787,2.2975596140112087,0.9185074205054773,5.531549189044154
