Model,vertical_drop,trams,fastEight,fastSixes,fastQuads,quad,triple,double,surface,total_chairs,Runs,TerrainParks,LongestRun_mi,SkiableTerrain_ac,Snow Making_ac,daysOpenLastYear,yearsOpen,averageSnowfall,AdultWeekday,projectedDaysOpen,NightSkiing_ac,clusters,ESV,MAE
Final,2.1130194956658843,0.24466161979791215,0.08526604704907137,0.4852825582567262,0.8122879807333678,1.1529969043684074,1.404601752469146,0.2519192435580348,1.2672518340379149,0.6215211832542498,1.1136338784532827,0.12185135082434317,0.3891597314783338,0.9393768948145063,0.43784035470382554,1.2272726364402042,0.24503979917570243,0.7612626125350246,20.025346485046192,0.6865656030409738,0.4451992304510006,2.637841331300893,0.9358283640758421,5.151355300611119
