Model,vertical_drop,trams,fastEight,fastSixes,fastQuads,quad,triple,double,surface,total_chairs,Runs,TerrainParks,LongestRun_mi,SkiableTerrain_ac,Snow Making_ac,daysOpenLastYear,yearsOpen,averageSnowfall,AdultWeekend,projectedDaysOpen,NightSkiing_ac,clusters,ESV,MAE
Final,0.3453279769689833,0.4094249149095441,0.6119009236497365,1.0127005984326372,0.30976130009934955,0.5696383983708497,0.8844259305858821,0.12466303385153053,0.8383574604512204,0.39369438016465635,1.3572572952622135,0.12032498556153862,0.2904926289632587,0.7642012008516663,1.6787652974416902,1.0636198914725314,0.13540846698978715,1.3237570847756448,20.91706493518217,1.0614975408135217,0.7688019294983259,2.3336616749818044,0.9194572488843922,5.524945603090985
